Name,Wallet,Wins,Losses,Total Won,Total Lost,Duplicated Bets,Diff Outcome Count,Diff Outcome Details
TKD44,0x68df8708aadb901618f11abf2471805a66a24815,60,46,302278.08,378354.69,73,7,"nfl-phi-lac-2025-12-08-2plus-td-jalen-hurts: Different outcomes (No, Yes); nfl-ne-bal-2025-12-21: Different outcomes (Ravens, Patriots); nfl-den-was-2025-11-30: Different outcomes (Broncos, Commanders); nfl-phi-lac-2025-12-08: Different outcomes (Chargers, Eagles); nfl-chi-phi-2025-11-28: Different outcomes (Bears, Eagles); nfl-phi-gb-2025-11-10: Different outcomes (Packers, Eagles); nfl-la-sea-2025-12-18: Different outcomes (Rams, Seahawks)"
TheVeryGoodCow,0x033f0346c007323030eb420305ffede19a95618e,236,151,93948.79,35353.32,98,24,"nfl-den-kc-2025-12-25-total-37pt5: Different outcomes (Under, Over); cbb-lemyn-tx-2025-12-16: Different outcomes (Texas Longhorns, Le Moyne Dolphins); nhl-las-edm-2025-12-21-total-6pt5: Different outcomes (Under, Over); nba-gsw-por-2025-12-14-total-233pt5: Different outcomes (Under, Over); nba-sas-okc-2025-12-13-1h-spread-home-6pt5: Different outcomes (Spurs, Thunder); nba-den-sac-2025-12-11-total-240pt5: Different outcomes (Under, Over); nba-dal-gsw-2025-12-25-spread-home-7pt5: Different outcomes (Warriors, Mavericks); nba-lal-phx-2025-12-14-total-228pt5: Different outcomes (Under, Over); nba-nyk-tor-2025-12-09-total-225pt5: Different outcomes (Under, Over); nba-sas-okc-2025-12-25-total-235pt5: Different outcomes (Under, Over); nfl-den-kc-2025-12-25-spread-away-11pt5: Different outcomes (Chiefs, Broncos); nba-phx-okc-2025-12-10-total-222pt5: Different outcomes (Under, Over); nba-phx-okc-2025-12-10-total-224pt5: Different outcomes (Under, Over); nfl-dal-was-2025-12-25-spread-away-8pt5: Different outcomes (Cowboys, Commanders); nfl-det-min-2025-12-25-total-43pt5: Different outcomes (Under, Over); nba-den-sac-2025-12-11-total-239pt5: Different outcomes (Under, Over); cbb-lipsc-duke-2025-12-16: Different outcomes (Lipscomb Bisons, Duke Blue Devils); nhl-fla-col-2025-12-12-total-6pt5: Different outcomes (Under, Over); cbb-pvam-sdak-2025-12-13: Different outcomes (Prairie View A&M Panthers, South Dakota Coyotes); nba-dal-gsw-2025-12-25-spread-home-8pt5: Different outcomes (Warriors, Mavericks); cbb-wrght-marsh-2025-12-13: Different outcomes (Wright State Raiders, Marshall Thundering Herd); nba-sas-okc-2025-12-25-total-233pt5: Different outcomes (Under, Over); nba-cha-cle-2025-12-14-total-237pt5: Different outcomes (Under, Over); nhl-dal-min-2025-12-12-spread-away-1pt5: Different outcomes (Stars, Wild)"
0xheavy888,0xec981ed70ae69c5cbcac08c1ba063e734f6bafcd,30,26,88825.91,19709.11,45,27,"dota2-ty-ts8-2025-12-21-game1: Different outcomes (Team Yandex, Team Spirit); dota2-ts8-pari-2025-12-21-game1: Different outcomes (PARIVISION, Team Spirit); lol-lng-jdg-2025-12-21-game2: Different outcomes (JD Gaming, LNG Esports); nba-cle-hou-2025-12-27-1h-moneyline: Different outcomes (Rockets, Cavaliers); nba-phx-nop-2025-12-27: Different outcomes (Pelicans, Suns); nba-uta-sas-2025-12-27: Different outcomes (Jazz, Spurs); nba-den-orl-2025-12-27-1h-moneyline: Different outcomes (Nuggets, Magic); nba-gsw-tor-2025-12-28-1h-moneyline: Different outcomes (Warriors, Raptors); dota2-ts8-pari-2025-12-21: Different outcomes (PARIVISION, Team Spirit); nba-den-orl-2025-12-27: Different outcomes (Nuggets, Magic); nba-phx-nop-2025-12-27-1h-moneyline: Different outcomes (Pelicans, Suns); nba-sas-okc-2025-12-25: Different outcomes (Spurs, Thunder); nba-mil-chi-2025-12-27: Different outcomes (Bulls, Bucks); nba-bkn-min-2025-12-27: Different outcomes (Timberwolves, Nets); nba-dal-gsw-2025-12-25-1h-moneyline: Different outcomes (Warriors, Mavericks); nba-phi-okc-2025-12-28-1h-moneyline: Different outcomes (76ers, Thunder); dota2-ts8-pari-2025-12-21-game2: Different outcomes (PARIVISION, Team Spirit); dota2-ty-ts8-2025-12-21-total-games-4pt5: Different outcomes (Under, Over); nba-dal-sac-2025-12-27: Different outcomes (Kings, Mavericks); nba-ind-mia-2025-12-27: Different outcomes (Pacers, Heat); nba-dal-sac-2025-12-27-1h-moneyline: Different outcomes (Kings, Mavericks); lol-nip-we-2025-12-21-game1: Different outcomes (Ninjas in Pyjamas, Team WE); nba-nyk-atl-2025-12-27: Different outcomes (Knicks, Hawks); nba-bkn-min-2025-12-27-1h-moneyline: Different outcomes (Nets, Timberwolves); craus-per-hob-2025-12-26: Different outcomes (Perth Scorchers, Hobart Hurricanes); lol-lgd-edg-2025-12-21: Different outcomes (EDward Gaming, LGD Gaming); nba-cle-hou-2025-12-27: Different outcomes (Rockets, Cavaliers)"
alliswell,0x1521b47bf0c41f6b7fd3ad41cdec566812c8f23e,13,0,193683.28,0.0,12,1,"will-stephen-colbert-be-named-in-newly-released-epstein-files: Different outcomes (No, Yes)"
BoshBashBish,0x29bc82f761749e67fa00d62896bc6855097b683c,19,9,4783.8,899.03,28,26,"eth-updown-15m-1766961000: Different outcomes (Up, Down); btc-updown-15m-1766961000: Different outcomes (Up, Down); btc-updown-15m-1766958300: Different outcomes (Up, Down); ethereum-up-or-down-december-28-5pm-et: Different outcomes (Up, Down); xrp-updown-15m-1766960100: Different outcomes (Up, Down); eth-updown-15m-1766958300: Different outcomes (Up, Down); xrp-updown-15m-1766958300: Different outcomes (Up, Down); btc-updown-15m-1766959200: Different outcomes (Up, Down); bitcoin-up-or-down-december-28-5pm-et: Different outcomes (Up, Down); eth-updown-15m-1766957400: Different outcomes (Up, Down); sol-updown-15m-1766958300: Different outcomes (Up, Down); sol-updown-15m-1766960100: Different outcomes (Up, Down); xrp-up-or-down-december-28-5pm-et: Different outcomes (Up, Down); eth-updown-15m-1766960100: Different outcomes (Up, Down); xrp-up-or-down-december-28-4pm-et: Different outcomes (Up, Down); ethereum-up-or-down-december-28-4pm-et: Different outcomes (Up, Down); solana-up-or-down-december-28-5pm-et: Different outcomes (Up, Down); btc-updown-15m-1766957400: Different outcomes (Up, Down); btc-updown-15m-1766960100: Different outcomes (Up, Down); solana-up-or-down-december-28-4pm-et: Different outcomes (Up, Down); xrp-updown-15m-1766961000: Different outcomes (Up, Down); xrp-updown-15m-1766959200: Different outcomes (Up, Down); eth-updown-15m-1766959200: Different outcomes (Up, Down); sol-updown-15m-1766957400: Different outcomes (Up, Down); sol-updown-15m-1766959200: Different outcomes (Up, Down); xrp-updown-15m-1766957400: Different outcomes (Up, Down)"
Nurro,0xce5bec63b40392845a9a504915f607c8e03a047a,73,150,418548.94,23.67,42,2,"will-trump-and-zelenskyy-not-shake-hands-653: Different outcomes (No, Yes); fed-decreases-interest-rates-by-50-bps-after-january-2026-meeting: Different outcomes (No, Yes)"
AgriasOaks,0xa315afc43cd6c3fc06774d33d769d0ff043ecabb,63,48,165893.27,79903.49,73,6,"nfl-sea-car-2025-12-28: Different outcomes (Panthers, Seahawks); nba-lal-phx-2025-12-23: Different outcomes (Suns, Lakers); nba-was-mem-2025-12-20: Different outcomes (Grizzlies, Wizards); nhl-cal-edm-2025-12-23: Different outcomes (Oilers, Flames); nfl-gb-chi-2025-12-20: Different outcomes (Bears, Packers); nfl-phi-buf-2025-12-28: Different outcomes (Bills, Eagles)"
123abc,0xc58df0b98437f613e20916c242403e0a6c009373,33,42,167005.27,162123.36,60,3,"sea-cag-rom-2025-12-07-rom: Different outcomes (No, Yes); will-lando-norris-be-the-2025-drivers-champion: Different outcomes (No, Yes); epl-sun-lee-2025-12-28-sun: Different outcomes (No, Yes)"
yiqifacaiya,0x8e68d0fe1009c916dec4f3c6effee4f6a6c6d99b,144,88,249455.39,162637.83,85,18,"epl-bre-bou-2025-12-27-total-2pt5: Different outcomes (Under, Over); nhl-tb-fla-2025-12-27-total-5pt5: Different outcomes (Under, Over); nba-min-den-2025-12-25: Different outcomes (Nuggets, Timberwolves); nba-phx-nop-2025-12-27: Different outcomes (Pelicans, Suns); nba-lac-por-2025-12-26: Different outcomes (Trail Blazers, Clippers); nhl-min-wpg-2025-12-27: Different outcomes (Jets, Wild); epl-che-ast-2025-12-27-total-2pt5: Different outcomes (Under, Over); nba-mia-atl-2025-12-26-spread-home-3pt5: Different outcomes (Hawks, Heat); nhl-mon-bos-2025-12-23: Different outcomes (Bruins, Canadiens); nfl-jax-ind-2025-12-28: Different outcomes (Colts, Jaguars); nhl-van-phi-2025-12-22-total-5pt5: Different outcomes (Under, Over); nba-mia-atl-2025-12-26: Different outcomes (Hawks, Heat); nba-hou-lal-2025-12-25-spread-away-3pt5: Different outcomes (Rockets, Lakers); nfl-bal-gb-2025-12-27-spread-home-3pt5: Different outcomes (Ravens, Packers); nba-phx-nop-2025-12-27-total-238pt5: Different outcomes (Under, Over); nfl-sf-ind-2025-12-22-spread-away-5pt5: Different outcomes (49ers, Colts); sea-pis-juv-2025-12-27-total-2pt5: Different outcomes (Under, Over); nhl-nj-nyi-2025-12-23-total-5pt5: Different outcomes (Under, Over)"
okurage,0x05b6fb6a698bcc1ebbc93abc64c472fa100f4b4f,1,0,74602.16,0.0,1,0,
yeamanletsmakebread,0x9cd5612308098866b7bb4b1634ec86cc5428ed17,36,13,679643.17,27597.89,21,1,"will-sam-altman-say-car-or-tesla-on-the-tonight-show-on-december-8: Different outcomes (No, Yes)"
tphhh,0xf9151529abce6aa8357b99707ec06607cf238720,8,2,122990.37,24521.07,8,0,
thanksforshow,0x8262ffa70186af8656abb788bdb778e3f67ba815,1,6,66.63,76.52,5,4,"eth-updown-15m-1766957400: Different outcomes (Up, Down); btc-updown-15m-1766859300: Different outcomes (Up, Down); btc-updown-15m-1766861100: Different outcomes (Up, Down); eth-updown-15m-1766956500: Different outcomes (Up, Down)"
Sharky6999,0x751a2b86cab503496efd325c8344e10159349ea1,91,1,41088.93,34.4,51,0,
0xf247584e41117bbBe4Cc06E4d2C95741792a5216-1742469835200,0xf247584e41117bbbe4cc06e4d2c95741792a5216,10,6,898.98,236.6,15,13,"solana-up-or-down-december-28-4pm-et: Different outcomes (Up, Down); ethereum-up-or-down-december-28-5pm-et: Different outcomes (Up, Down); xrp-up-or-down-december-28-4pm-et: Different outcomes (Up, Down); solana-up-or-down-december-28-3pm-et: Different outcomes (Up, Down); xrp-up-or-down-december-28-2pm-et: Different outcomes (Up, Down); bitcoin-up-or-down-december-28-5pm-et: Different outcomes (Up, Down); ethereum-up-or-down-december-28-4pm-et: Different outcomes (Up, Down); bitcoin-up-or-down-december-28-3pm-et: Different outcomes (Up, Down); ethereum-up-or-down-december-28-3pm-et: Different outcomes (Up, Down); solana-up-or-down-december-28-5pm-et: Different outcomes (Up, Down); bitcoin-up-or-down-december-28-4pm-et: Different outcomes (Up, Down); xrp-up-or-down-december-28-3pm-et: Different outcomes (Up, Down); xrp-up-or-down-december-28-5pm-et: Different outcomes (Up, Down)"
endxd,0xa41cb0ef63d0ae1df955cfb2f111c79c6e3afade,54,34,205528.5,107354.51,59,0,
tgrdy,0x33e073440d9ac43e2e190e910f0b02b2fbd17d46,22,3,220287.01,23489.81,18,1,"will-trump-nominate-kevin-hassett-as-the-next-fed-chair: Different outcomes (No, Yes)"
IH2P,0x4ee29e4e7d4c380babeae5e22e5c02400c2246e1,101,16,115912.64,798.77,54,8,"will-xrp-dip-to-1pt8-december-22-28: Different outcomes (No, Yes); xrp-above-1pt8-on-december-31: Different outcomes (No, Yes); will-the-price-of-bitcoin-be-between-88000-90000-on-december-28: Different outcomes (No, Yes); will-the-price-of-ethereum-be-between-2800-2900-on-december-29: Different outcomes (No, Yes); xrp-above-1pt8-on-december-30: Different outcomes (No, Yes); will-xrp-dip-to-1pt70-in-december: Different outcomes (No, Yes); will-the-price-of-ethereum-be-between-2900-3000-on-december-29: Different outcomes (No, Yes); solana-above-120-on-december-28: Different outcomes (No, Yes)"
BigBlackGorilla,0x97e12cc7391a50e49042b44a2d4a0cef54c8017b,35,16,69162.24,20835.59,38,30,"dota2-ty-ts8-2025-12-21-game1: Different outcomes (Team Yandex, Team Spirit); dota2-pari-xtreme-2025-12-20-game2: Different outcomes (PARIVISION, Xtreme Gaming); lol-omg-lng-2025-12-28-game3: Different outcomes (LNG Esports, Oh My God); dota2-pari-og-2025-12-20: Different outcomes (PARIVISION, OG); dota2-ty-ts8-2025-12-21: Different outcomes (Team Yandex, Team Spirit); dota2-pari-xtreme-2025-12-20: Different outcomes (PARIVISION, Xtreme Gaming); dota2-ts8-pari-2025-12-21-game1: Different outcomes (PARIVISION, Team Spirit); lol-ig1-tes-2025-12-26: Different outcomes (Invictus Gaming, Top Esports); lol-omg-lng-2025-12-28-game1: Different outcomes (LNG Esports, Oh My God); lol-nip-lgd-2025-12-20-game1: Different outcomes (Ninjas in Pyjamas, LGD Gaming); lol-jdg-edg-2025-12-27-game1: Different outcomes (EDward Gaming, JD Gaming); dota2-ty-ts8-2025-12-21-game2: Different outcomes (Team Yandex, Team Spirit); lol-omg-lng-2025-12-28-game2: Different outcomes (LNG Esports, Oh My God); lol-jdg-edg-2025-12-27: Different outcomes (EDward Gaming, JD Gaming); dota2-pari-xtreme-2025-12-20-game1: Different outcomes (PARIVISION, Xtreme Gaming); dota2-ts8-ty-2025-12-20-game1: Different outcomes (Team Yandex, Team Spirit); lol-wb-omg-2025-12-20-game1: Different outcomes (Weibo Gaming, Oh My God); lol-omg-lng-2025-12-28: Different outcomes (LNG Esports, Oh My God); dota2-ts8-pari-2025-12-21: Different outcomes (PARIVISION, Team Spirit); lol-jdg-edg-2025-12-27-game2: Different outcomes (EDward Gaming, JD Gaming); lol-nip-lgd-2025-12-20: Different outcomes (LGD Gaming, Ninjas in Pyjamas); dota2-ts8-ty-2025-12-20-game2: Different outcomes (Team Yandex, Team Spirit); dota2-pari-og-2025-12-20-game2: Different outcomes (PARIVISION, OG); lol-ig1-tes-2025-12-26-game3: Different outcomes (Invictus Gaming, Top Esports); dota2-ts8-ty-2025-12-20: Different outcomes (Team Yandex, Team Spirit); dota2-ts8-pari-2025-12-21-game2: Different outcomes (PARIVISION, Team Spirit); lol-jdg-edg-2025-12-27-game3: Different outcomes (EDward Gaming, JD Gaming); lol-nip-lgd-2025-12-20-game2: Different outcomes (Ninjas in Pyjamas, LGD Gaming); dota2-pari-og-2025-12-20-game1: Different outcomes (PARIVISION, OG); dota2-ty-ts8-2025-12-21-game3: Different outcomes (Team Yandex, Team Spirit)"
test686,0x78546079b40bc80cd75dc318cac775c1f653a392,7,2,130744.0,63160.48,3,0,
tourists,0xc6dd722558dbfbd8fa780efcbe819ed8c6604b9f,14,7,273499.17,17259.59,16,2,"will-trump-release-the-epstein-files-by-december-19-771: Different outcomes (No, Yes); epstein-blackmail-files-released-in-2025: Different outcomes (No, Yes)"
abUser123,0xb7a63200d44c67c3bb44d8bda9f8e40b138189b2,27,19,189066.07,100555.82,33,0,
ca6859f3c004bff161e3328d27ddba6c,0x1ff49fdcb6685c94059b65620f43a683be0ce7a5,573,30,117210.98,2502.28,57,52,"btc-updown-15m-1766954700: Different outcomes (Up, Down); eth-updown-15m-1766954700: Different outcomes (Up, Down); eth-updown-15m-1766951100: Different outcomes (Up, Down); btc-updown-15m-1766959200: Different outcomes (Up, Down); eth-updown-15m-1766952900: Different outcomes (Up, Down); sol-updown-15m-1766951100: Different outcomes (Up, Down); sol-updown-15m-1766957400: Different outcomes (Up, Down); btc-updown-15m-1766953800: Different outcomes (Up, Down); xrp-updown-15m-1766954700: Different outcomes (Up, Down); sol-updown-15m-1766960100: Different outcomes (Up, Down); eth-updown-15m-1766961000: Different outcomes (Up, Down); btc-updown-15m-1766955600: Different outcomes (Up, Down); btc-updown-15m-1766961000: Different outcomes (Up, Down); xrp-updown-15m-1766960100: Different outcomes (Up, Down); eth-updown-15m-1766958300: Different outcomes (Up, Down); sol-updown-15m-1766961000: Different outcomes (Up, Down); xrp-updown-15m-1766957400: Different outcomes (Up, Down); xrp-updown-15m-1766953800: Different outcomes (Up, Down); xrp-updown-15m-1766958300: Different outcomes (Up, Down); xrp-updown-15m-1766955600: Different outcomes (Up, Down); eth-updown-15m-1766955600: Different outcomes (Up, Down); eth-updown-15m-1766960100: Different outcomes (Up, Down); eth-updown-15m-1766953800: Different outcomes (Up, Down); sol-updown-15m-1766952900: Different outcomes (Up, Down); btc-updown-15m-1766958300: Different outcomes (Up, Down); xrp-updown-15m-1766951100: Different outcomes (Up, Down); bitcoin-up-or-down-december-28-5pm-et: Different outcomes (Up, Down); eth-updown-15m-1766957400: Different outcomes (Up, Down); sol-updown-15m-1766955600: Different outcomes (Up, Down); btc-updown-15m-1766957400: Different outcomes (Up, Down); sol-updown-15m-1766953800: Different outcomes (Up, Down); sol-updown-15m-1766954700: Different outcomes (Up, Down); sol-updown-15m-1766952000: Different outcomes (Up, Down); solana-up-or-down-december-28-5pm-et: Different outcomes (Up, Down); xrp-updown-15m-1766961000: Different outcomes (Up, Down); xrp-updown-15m-1766959200: Different outcomes (Up, Down); btc-updown-15m-1766951100: Different outcomes (Up, Down); xrp-up-or-down-december-28-5pm-et: Different outcomes (Up, Down); btc-updown-15m-1766952000: Different outcomes (Up, Down); xrp-updown-15m-1766952900: Different outcomes (Up, Down); sol-updown-15m-1766958300: Different outcomes (Up, Down); btc-updown-15m-1766960100: Different outcomes (Up, Down); sol-updown-15m-1766959200: Different outcomes (Up, Down); sol-updown-15m-1766956500: Different outcomes (Up, Down); eth-updown-15m-1766959200: Different outcomes (Up, Down); xrp-updown-15m-1766956500: Different outcomes (Up, Down); eth-updown-15m-1766952000: Different outcomes (Up, Down); solana-up-or-down-december-28-4pm-et: Different outcomes (Up, Down); xrp-updown-15m-1766952000: Different outcomes (Up, Down); btc-updown-15m-1766952900: Different outcomes (Up, Down); btc-updown-15m-1766956500: Different outcomes (Up, Down); eth-updown-15m-1766956500: Different outcomes (Up, Down)"
ciro2,0x8795bcb2fe129d1ea3e3d73bc13a3d8078047544,29,8,184925.38,104551.9,26,4,"will-nasry-juan-asfura-zablah-win-the-2025-honduras-presidential-election: Different outcomes (No, Yes); will-artificial-intelligence-be-times-person-of-the-year-for-2025: Different outcomes (No, Yes); will-avatar-fire-and-ash-opening-weekend-box-office-be-less-than-90m: Different outcomes (No, Yes); will-another-personthing-be-times-person-of-the-year-for-2025-523: Different outcomes (No, Yes)"
Annica,0x689ae12e11aa489adb3605afd8f39040ff52779e,65,7,51390.84,44120.84,23,4,"elon-musk-of-tweets-december-23-december-30-320-339: Different outcomes (No, Yes); elon-musk-of-tweets-december-26-january-2-340-359: Different outcomes (No, Yes); elon-musk-of-tweets-december-19-december-26-360-379: Different outcomes (No, Yes); elon-musk-of-tweets-december-23-december-30-260-279: Different outcomes (No, Yes)"
DONALDTRUMPFAKERMESSI,0x224b16b3c67ad51f6302eab010a9e8f540a88927,43,31,99607.09,48453.23,63,29,"lol-lng-wb-2025-12-23-game1: Different outcomes (Weibo Gaming, LNG Esports); lol-edg-nip-2025-12-19: Different outcomes (EDward Gaming, Ninjas in Pyjamas); lol-jdg-edg-2025-12-27-game1: Different outcomes (EDward Gaming, JD Gaming); lol-omg-jdg-2025-12-22-game1: Different outcomes (JD Gaming, Oh My God); lol-wb-omg-2025-12-20-game1: Different outcomes (Weibo Gaming, Oh My God); lol-lng-jdg-2025-12-21-game1: Different outcomes (JD Gaming, LNG Esports); lol-omg-lng-2025-12-28: Different outcomes (LNG Esports, Oh My God); lol-we-edg-2025-12-24-game2: Different outcomes (EDward Gaming, Team WE); lol-jdg-edg-2025-12-27-game2: Different outcomes (EDward Gaming, JD Gaming); lol-nip-lgd-2025-12-20: Different outcomes (Ninjas in Pyjamas, LGD Gaming); lol-omg-lng-2025-12-24-game1: Different outcomes (LNG Esports, Oh My God); lol-wb-blg-2025-12-25-game2: Different outcomes (Bilibili Gaming, Weibo Gaming); lol-omg-jdg-2025-12-22-game2: Different outcomes (JD Gaming, Oh My God); lol-we-edg-2025-12-24-game1: Different outcomes (EDward Gaming, Team WE); lol-we-lng-2025-12-17: Different outcomes (LNG Esports, Team WE); lol-wb-blg-2025-12-25: Different outcomes (Bilibili Gaming, Weibo Gaming); lol-ig1-tes-2025-12-26-game3: Different outcomes (Invictus Gaming, Top Esports); lol-edg-ig1-2025-12-20-game2: Different outcomes (EDward Gaming, Invictus Gaming); lol-lng-wb-2025-12-23-game2: Different outcomes (Weibo Gaming, LNG Esports); lol-jdg-edg-2025-12-27-game3: Different outcomes (EDward Gaming, JD Gaming); lol-edg-ig1-2025-12-20: Different outcomes (EDward Gaming, Invictus Gaming); lol-jdg-blg-2025-12-24-game1: Different outcomes (Bilibili Gaming, JD Gaming); lol-blg-lng-2025-12-22-game1: Different outcomes (Bilibili Gaming, LNG Esports); lol-jdg-wb-2025-12-19: Different outcomes (Weibo Gaming, JD Gaming); lol-we-lgd-2025-12-25-game2: Different outcomes (LGD Gaming, Team WE); lol-omg-lng-2025-12-24: Different outcomes (LNG Esports, Oh My God); lol-jdg-wb-2025-12-19-game1: Different outcomes (Weibo Gaming, JD Gaming); lol-lgd-edg-2025-12-21: Different outcomes (EDward Gaming, LGD Gaming); lol-edg-nip-2025-12-19-game2: Different outcomes (EDward Gaming, Ninjas in Pyjamas)"
lmtfalone,0x79add3f87e377b0899b935472c07d2c3816ba9f1,133,25,106340.52,4612.37,61,5,"will-anthony-joshua-win-in-round-6: Different outcomes (No, Yes); will-openai-have-the-3-ai-model-at-the-end-of-december-2025: Different outcomes (No, Yes); will-openai-have-the-third-best-ai-model-at-the-end-of-december-2025: Different outcomes (No, Yes); will-trump-release-the-epstein-files-by-december-22: Different outcomes (No, Yes); which-company-has-best-ai-model-end-of-2025: Different outcomes (No, Yes)"
Ryx,0x0979bad57d7a1403db89cbcd9c52bf43f2138d9b,32,28,583818.55,480726.3,14,1,"elc-pne-bbr-2025-11-21-bbr: Different outcomes (No, Yes)"
0xD9E0AACa471f48F91A26E8669A805f2,0xd9e0aaca471f489be338fd0f91a26e8669a805f2,10,2,5303.05,72.08,12,11,"nfl-no-ten-2025-12-28: Different outcomes (Saints, Titans); nhl-mon-tb-2025-12-28: Different outcomes (Canadiens, Lightning); nfl-tb-mia-2025-12-28: Different outcomes (Buccaneers, Dolphins); nfl-jax-ind-2025-12-28: Different outcomes (Colts, Jaguars); nhl-nyi-cbj-2025-12-28: Different outcomes (Islanders, Blue Jackets); nfl-pit-cle-2025-12-28: Different outcomes (Steelers, Browns); nfl-nyg-lv-2025-12-28: Different outcomes (Raiders, Giants); nba-phi-okc-2025-12-28: Different outcomes (76ers, Thunder); nfl-phi-buf-2025-12-28: Different outcomes (Bills, Eagles); nfl-sea-car-2025-12-28: Different outcomes (Panthers, Seahawks); nba-gsw-tor-2025-12-28: Different outcomes (Warriors, Raptors)"
TealV,0xd748c701ad93cfec32a3420e10f3b08e68612125,46,4,236411.15,6876.27,37,2,"maduro-out-by-march-31-2026-187-483: Different outcomes (No, Yes); tiktok-sale-announced-in-2025-386-821-248: Different outcomes (No, Yes)"
Joe-Biden,0x8b5a7da2fdf239b51b9c68a2a1a35bb156d200f2,13,14,1519549.48,360601.36,20,0,
0x9615A81A49Fa2F1F234aE138EAC87e3828a260dd-1728200815324,0x9615a81a49fa2f1f234ae138eac87e3828a260dd,39,33,142641.98,69803.07,47,2,"nba-mia-chi-2025-11-21: Different outcomes (Bulls, Heat); nba-dal-sac-2025-12-27: Different outcomes (Kings, Mavericks)"
0x8cbb318B8863898f0907deE7113453EB75FaACB2-1763215592534,0x8cbb318b8863898f0907dee7113453eb75faacb2,91,54,64982.94,41424.05,106,50,"nba-nop-cle-2025-12-23-spread-home-9pt5: Different outcomes (Pelicans, Cavaliers); nba-hou-lac-2025-12-23-spread-away-7pt5: Different outcomes (Rockets, Clippers); nba-tor-was-2025-12-26-spread-away-7pt5: Different outcomes (Wizards, Raptors); nba-lac-por-2025-12-26: Different outcomes (Trail Blazers, Clippers); nba-nyk-min-2025-12-23: Different outcomes (Knicks, Timberwolves); nba-mia-atl-2025-12-26-spread-home-4pt5: Different outcomes (Hawks, Heat); nba-sac-lal-2025-12-28-spread-home-12pt5: Different outcomes (Kings, Lakers); nba-bos-por-2025-12-28-spread-away-6pt5: Different outcomes (Trail Blazers, Celtics); nba-det-lac-2025-12-28-spread-away-3pt5: Different outcomes (Pistons, Clippers); nba-bkn-min-2025-12-27-spread-home-10pt5: Different outcomes (Nets, Timberwolves); nba-bkn-phi-2025-12-23-spread-home-9pt5: Different outcomes (76ers, Nets); nba-okc-sas-2025-12-23: Different outcomes (Spurs, Thunder); nba-mia-atl-2025-12-26-spread-home-3pt5: Different outcomes (Hawks, Heat); nba-den-dal-2025-12-23: Different outcomes (Nuggets, Mavericks); nba-mem-was-2025-12-28-spread-away-7pt5: Different outcomes (Grizzlies, Wizards); nba-ind-mia-2025-12-27-spread-home-8pt5: Different outcomes (Pacers, Heat); nba-ind-bos-2025-12-22-spread-home-10pt5: Different outcomes (Pacers, Celtics); nba-gsw-tor-2025-12-28-spread-away-4pt5: Different outcomes (Warriors, Raptors); nba-nyk-min-2025-12-23-spread-home-7pt5: Different outcomes (Knicks, Timberwolves); nba-cle-hou-2025-12-27: Different outcomes (Rockets, Cavaliers); nba-cha-cle-2025-12-22-spread-home-9pt5: Different outcomes (Hornets, Cavaliers); nba-mia-atl-2025-12-26: Different outcomes (Hawks, Heat); nba-chi-atl-2025-12-23-spread-home-4pt5: Different outcomes (Bulls, Hawks); nba-orl-gsw-2025-12-22: Different outcomes (Warriors, Magic); nba-det-sac-2025-12-23-spread-away-8pt5: Different outcomes (Pistons, Kings); nba-chi-atl-2025-12-23: Different outcomes (Bulls, Hawks); nba-was-cha-2025-12-23: Different outcomes (Wizards, Hornets); nba-det-lac-2025-12-28: Different outcomes (Pistons, Clippers); nba-sac-lal-2025-12-28-spread-home-11pt5: Different outcomes (Kings, Lakers); nba-cle-hou-2025-12-27-spread-home-4pt5: Different outcomes (Rockets, Cavaliers); nba-mil-mem-2025-12-26: Different outcomes (Bucks, Grizzlies); nba-hou-lal-2025-12-25: Different outcomes (Rockets, Lakers); nba-nyk-atl-2025-12-27: Different outcomes (Knicks, Hawks); nba-nyk-atl-2025-12-27-spread-away-6pt5: Different outcomes (Hawks, Knicks); nba-det-uta-2025-12-26-spread-away-9pt5: Different outcomes (Jazz, Pistons); nba-cle-nyk-2025-12-25-spread-home-5pt5: Different outcomes (Knicks, Cavaliers); nba-den-dal-2025-12-23-spread-away-6pt5: Different outcomes (Nuggets, Mavericks); nba-bos-ind-2025-12-26-spread-away-8pt5: Different outcomes (Pacers, Celtics); nba-den-dal-2025-12-23-spread-away-7pt5: Different outcomes (Nuggets, Mavericks); nba-den-orl-2025-12-27-spread-away-5pt5: Different outcomes (Nuggets, Magic); nba-bkn-phi-2025-12-23-spread-home-10pt5: Different outcomes (76ers, Nets); nba-okc-sas-2025-12-23-spread-away-6pt5: Different outcomes (Spurs, Thunder); nba-lac-por-2025-12-26-spread-away-2pt5: Different outcomes (Trail Blazers, Clippers); nba-tor-mia-2025-12-23-spread-home-5pt5: Different outcomes (Raptors, Heat); nba-den-orl-2025-12-27-spread-away-4pt5: Different outcomes (Nuggets, Magic); nba-mem-was-2025-12-28-spread-away-6pt5: Different outcomes (Grizzlies, Wizards); nba-phi-okc-2025-12-28-spread-home-14pt5: Different outcomes (76ers, Thunder); nba-sas-okc-2025-12-25-spread-home-10pt5: Different outcomes (Spurs, Thunder); nba-dal-sac-2025-12-27-spread-away-3pt5: Different outcomes (Kings, Mavericks); nba-dal-nop-2025-12-22: Different outcomes (Pelicans, Mavericks)"
